city,area,rooms,bathroom,parking spaces,floor,animal,furniture,Hassoc_tax,rent,prop_tax,fire_insur
city1,280,6,6,3,0,acept,not furnished,0,5000,1118,76
city1,60,1,1,1,12,acept,furnished,850,4723,0,18
city1,76,2,1,1,12,not acept,furnished,906,4250,217,54
city0,150,4,5,2,1,acept,not furnished,1100,2980,360,38
city1,130,3,2,1,8,acept,not furnished,2400,5500,209,70
city0,64,2,1,1,0,acept,not furnished,441,730,18,10
city1,55,2,2,1,2,acept,not furnished,420,1300,50,17
city1,50,1,1,0,1,acept,not furnished,600,1300,0,17
city1,120,2,3,2,20,acept,not furnished,2000,7000,180,89
city0,236,3,4,4,10,acept,not furnished,1600,11000,440,140
city0,30,1,1,0,4,acept,not furnished,336,550,10,7
city0,270,3,3,0,0,acept,furnished,0,8000,500,121
city0,48,1,1,0,9,acept,not furnished,350,670,21,9
city0,198,6,3,4,0,acept,not furnished,0,2000,145,31
city1,50,1,1,0,0,acept,not furnished,0,1080,59,17
city1,185,3,3,3,20,acept,not furnished,2670,5600,907,71
city0,119,3,2,2,7,acept,not furnished,1650,1200,212,16
city1,57,2,2,2,16,acept,not furnished,510,1690,11,22
city1,65,2,1,1,1,acept,not furnished,100,1400,84,18
city1,35,2,1,1,0,acept,not furnished,125,2100,0,32
city0,51,1,2,1,16,not acept,not furnished,703,2100,150,27
city0,70,2,3,1,7,acept,not furnished,1196,2004,0,26
city1,90,2,1,1,0,acept,not furnished,0,1500,0,23
city1,320,3,4,3,8,acept,not furnished,3400,6800,1,87
city1,70,2,1,1,6,acept,not furnished,660,3800,45,49
city1,169,4,6,3,7,acept,furnished,2560,10000,734,127
city1,33,1,1,0,1,not acept,not furnished,338,1100,63,14
city1,225,4,4,3,7,acept,not furnished,2800,5000,1267,64
city1,42,1,1,0,2,acept,furnished,0,3256,0,42
city1,120,3,4,1,0,not acept,not furnished,0,4000,4,61
city1,70,3,2,2,3,not acept,not furnished,750,1500,148,20
city1,90,1,1,2,0,acept,furnished,0,3200,137,49
city1,260,4,5,4,9,acept,furnished,2014,3300,1000,42
city1,243,3,3,4,10,acept,not furnished,2678,5500,1950,70
city1,100,1,1,0,0,acept,not furnished,0,1530,0,12
city1,240,3,4,3,9,acept,not furnished,3211,5100,1102,65
city0,45,1,1,1,4,acept,not furnished,700,870,46,12
city1,65,1,1,1,2,acept,furnished,680,5000,14,64
city1,47,1,1,0,4,not acept,not furnished,100,1000,76,13
city1,60,2,1,0,2,acept,furnished,589,3300,65,42
city1,55,2,1,1,14,acept,not furnished,420,1399,0,18
city1,240,3,4,3,3,acept,furnished,3600,4950,1000,63
city1,65,2,2,1,1,acept,not furnished,650,2315,0,7
city1,68,1,1,0,0,not acept,not furnished,0,1213,0,6
city1,198,2,2,2,13,acept,not furnished,1700,5500,320,70
city1,62,2,1,1,13,acept,not furnished,543,2200,59,28
city1,60,2,2,1,4,acept,not furnished,632,2806,25,36
city1,187,3,2,3,0,not acept,furnished,1700,8400,584,127
city1,25,1,1,0,23,acept,not furnished,432,2200,45,28
city1,230,3,4,3,0,acept,not furnished,0,3600,409,55
city1,17,1,1,0,1,not acept,furnished,300,2400,50,31
city1,67,2,2,1,17,acept,not furnished,740,2200,170,28
city1,20,1,1,0,1,acept,furnished,0,2060,0,27
city1,118,3,2,2,7,acept,furnished,1880,8500,434,108
city1,43,1,1,1,2,acept,not furnished,850,2430,172,31
city1,195,2,3,1,10,acept,not furnished,1500,6000,334,77
city1,141,3,4,3,7,not acept,not furnished,1646,7500,735,96
city1,45,1,1,1,1,not acept,not furnished,550,2300,0,30
city1,48,1,1,1,19,acept,not furnished,588,1525,0,6
city1,280,3,4,2,3,not acept,not furnished,4000,6000,1059,77
city1,170,3,2,2,5,not acept,not furnished,2199,5000,423,64
city1,90,3,2,1,0,acept,not furnished,0,3260,0,50
city0,35,1,1,1,7,acept,not furnished,392,1100,13,14
city1,16,1,1,0,8,not acept,not furnished,390,2300,100,30
city0,68,1,1,1,10,not acept,furnished,600,1000,48,13
city1,190,3,2,1,6,acept,furnished,3040,8000,556,102
city1,150,3,4,2,0,not acept,not furnished,0,3400,0,52
city1,112,3,3,2,12,acept,furnished,1100,2670,188,34
city1,145,3,4,3,1,not acept,not furnished,1200,6000,750,77
city0,47,1,1,1,8,acept,not furnished,560,1100,46,14
city1,128,3,2,1,3,acept,furnished,1094,4529,242,58
city1,250,3,4,4,0,acept,not furnished,0,4500,334,68
city1,120,3,1,0,2,acept,not furnished,250,1460,0,21
city1,110,2,2,2,0,not acept,not furnished,0,2700,300,41
city1,35,1,1,1,9,not acept,furnished,1050,2600,317,33
city1,97,2,2,0,1,acept,not furnished,1200,5600,0,71
city1,70,2,1,0,1,not acept,not furnished,350,1050,116,14
city1,20,1,1,0,3,not acept,furnished,150,3142,67,40
city1,130,3,2,2,6,acept,not furnished,1100,3500,209,45
city1,120,3,2,3,16,acept,not furnished,1400,2000,292,26
city1,110,3,3,2,2,acept,furnished,1000,3800,192,49
city1,97,3,2,2,1,acept,not furnished,730,3000,303,39
city1,84,4,1,3,5,not acept,not furnished,1914,6000,804,77
city1,180,2,2,1,0,not acept,not furnished,0,2800,105,43
city1,286,4,4,5,0,acept,not furnished,0,10000,1000,151
city1,110,3,3,3,4,acept,not furnished,1195,2350,670,30
city1,196,4,4,0,11,acept,not furnished,2450,6000,1458,77
city1,33,1,1,1,12,not acept,not furnished,552,4150,95,53
city1,170,2,1,0,1,acept,furnished,0,2481,0,26
city1,90,1,1,0,0,acept,not furnished,0,2200,109,34
city1,184,3,4,3,12,acept,not furnished,2700,1400,692,18
city1,117,2,2,1,11,not acept,furnished,630,7130,150,91
city1,11,1,1,0,0,not acept,furnished,0,1181,0,15
city0,57,1,1,1,2,acept,not furnished,605,800,66,11
city1,16,1,1,0,1,not acept,not furnished,0,850,30,11
city1,180,4,3,1,4,acept,furnished,1572,5000,240,64
city1,250,3,4,2,16,acept,not furnished,3300,6000,517,77
city1,220,3,4,2,0,acept,furnished,0,7000,434,106
city1,122,3,4,3,5,acept,not furnished,0,4500,0,58
city1,138,3,4,3,2,not acept,not furnished,790,7000,690,89
city1,110,3,1,1,1,acept,not furnished,1235,1400,0,18
city1,220,4,3,3,3,acept,not furnished,1600,3400,0,44
city1,118,3,2,1,11,not acept,not furnished,1116,4775,185,61
city1,180,2,2,1,15,acept,not furnished,1800,5350,0,68
city1,52,2,1,1,7,acept,not furnished,540,1300,63,17
city1,30,1,1,0,1,acept,furnished,0,1550,21,20
city1,160,3,3,2,5,acept,furnished,1650,1500,419,20
city0,209,3,3,2,0,not acept,not furnished,593,2550,237,39
city1,117,3,3,3,10,acept,not furnished,2280,2300,700,30
city1,128,3,3,2,10,acept,not furnished,2600,3800,605,49
city1,140,3,2,2,2,acept,not furnished,1480,3700,167,47
city1,180,3,3,4,27,acept,not furnished,2000,7000,859,89
city1,280,4,4,5,9,acept,not furnished,3000,3200,875,41
city1,48,1,1,1,8,acept,furnished,740,2700,137,35
city1,148,3,2,2,2,not acept,furnished,2830,9000,267,115
city1,75,2,1,1,5,not acept,not furnished,748,2000,0,26
city1,44,1,1,0,1,not acept,not furnished,417,3016,0,12
city1,35,1,1,0,0,acept,not furnished,0,1100,30,14
city1,320,4,2,2,0,acept,furnished,0,8000,642,121
city0,98,3,2,1,1,acept,not furnished,727,1233,84,16
city0,51,1,1,0,12,not acept,furnished,707,1300,45,17
city1,187,4,5,3,5,acept,not furnished,3912,5300,1424,68
city1,62,3,2,1,6,not acept,furnished,1550,4800,167,61
city1,130,2,2,1,0,acept,not furnished,1100,4300,100,55
city1,86,1,2,1,13,acept,furnished,1800,6500,375,83
city1,72,2,2,1,6,acept,not furnished,1100,5431,334,69
city1,50,1,1,0,0,not acept,not furnished,0,1220,0,19
city1,298,5,3,3,0,acept,not furnished,0,8000,1384,121
city0,74,3,2,1,10,acept,not furnished,700,1800,120,23
city1,41,1,1,0,17,acept,furnished,450,2470,0,32
city0,80,3,2,2,2,acept,not furnished,750,1450,110,19
city1,130,3,2,1,1,acept,not furnished,1200,4500,100,58
city1,64,1,2,2,15,acept,not furnished,691,2100,92,27
city1,50,1,1,1,9,not acept,not furnished,1170,2730,9,35
city1,200,3,2,4,0,acept,not furnished,0,3500,0,53
city1,70,1,1,2,9,acept,furnished,2150,7000,542,89
city0,41,1,1,1,11,acept,not furnished,390,1950,65,14
city1,89,2,2,0,2,acept,not furnished,1000,1900,0,25
city1,105,2,1,0,0,acept,not furnished,0,1800,125,28
city1,150,2,2,1,0,acept,not furnished,1,2100,0,32
city1,50,2,1,1,14,not acept,not furnished,450,1950,0,25
city1,50,1,1,0,0,not acept,not furnished,0,1000,0,16
city0,70,1,1,2,0,acept,not furnished,0,1450,5,22
city1,177,2,2,2,0,acept,not furnished,0,6000,342,91
city1,177,4,5,4,12,acept,not furnished,1500,9200,959,117
city1,18,1,1,0,0,acept,not furnished,0,1710,0,22
city1,200,3,4,2,0,acept,not furnished,0,2900,1100,44
city1,45,1,1,1,1,not acept,furnished,3000,5520,0,70
city0,70,2,1,1,3,acept,not furnished,220,750,43,10
city1,66,3,2,1,9,acept,not furnished,708,2179,13,28
city1,48,2,1,0,2,acept,not furnished,90,1150,90,15
city1,55,2,2,1,7,acept,not furnished,650,2000,0,26
city1,260,3,3,3,8,acept,furnished,2210,5000,842,64
city1,78,2,1,1,7,acept,not furnished,645,2000,35,26
city1,35,1,1,0,6,acept,furnished,420,1780,0,23
city1,106,2,1,2,0,not acept,not furnished,0,2100,110,32
city1,64,2,2,2,5,acept,not furnished,830,1600,205,21
city1,260,3,4,4,0,acept,not furnished,0,4500,0,68
city0,50,1,1,1,11,acept,not furnished,1500,500,105,7
city1,170,3,2,1,14,acept,furnished,1700,4500,85,58
city1,120,2,2,2,15,acept,furnished,1043,4880,264,62
city1,270,5,7,2,0,acept,not furnished,0,3978,89,60
city1,40,1,1,0,6,acept,not furnished,890,3463,0,32
city1,40,1,1,0,0,acept,not furnished,0,980,59,15
city1,40,2,1,0,3,acept,not furnished,348,1100,0,14
city1,42,1,1,1,0,acept,furnished,450,2000,88,26
city1,62,1,1,0,3,acept,not furnished,550,2100,0,27
city1,106,2,3,2,18,not acept,furnished,950,5000,250,64
city1,103,3,2,1,7,acept,not furnished,944,4400,126,56
city1,113,1,1,2,9,acept,furnished,650,6400,0,82
city1,164,4,4,3,1,acept,not furnished,1840,6000,550,77
city1,110,3,2,3,0,acept,not furnished,0,2800,15,43
city1,110,2,2,1,8,acept,furnished,1285,4348,196,56
city1,136,4,3,1,3,acept,not furnished,1800,4200,312,54
city0,65,1,1,1,9,acept,not furnished,380,1200,83,16
city1,62,2,1,1,8,not acept,not furnished,735,1345,35,18
city0,163,3,5,3,20,acept,not furnished,1450,9800,350,125
city1,47,2,1,1,12,acept,not furnished,597,1570,0,20
city1,50,1,1,1,1,acept,not furnished,795,3500,213,45
city1,79,3,2,2,6,acept,furnished,900,3000,209,39
city1,250,3,3,2,7,not acept,furnished,1400,5380,234,69
city1,50,2,1,1,6,acept,not furnished,380,1210,0,16
city1,150,3,3,2,0,acept,not furnished,0,5000,235,76
city0,76,2,1,0,2,acept,not furnished,300,700,100,9
city1,72,2,2,1,7,acept,not furnished,520,1800,159,23
city1,35,1,1,1,17,acept,furnished,1280,4000,200,51
city1,250,3,4,4,16,acept,not furnished,3421,10700,1224,136
city0,85,3,1,1,9,not acept,not furnished,598,1110,63,15
city0,60,1,1,1,14,acept,not furnished,583,1100,49,14
city0,47,2,1,1,0,acept,not furnished,255,1290,33,17
city1,104,3,3,2,3,not acept,furnished,915,9000,254,115
city0,203,3,1,2,0,acept,not furnished,0,3300,117,50
city1,136,3,2,1,85,acept,not furnished,1513,3500,260,45
city1,53,1,1,1,3,acept,not furnished,694,4500,200,58
city1,40,1,1,1,14,acept,furnished,480,4200,75,54
city1,38,1,1,0,6,acept,not furnished,0,1680,0,22
city0,134,3,3,2,7,not acept,not furnished,1000,2500,177,32
city1,97,2,2,0,9,acept,furnished,453,3000,0,39
city1,260,4,5,2,1,acept,furnished,2600,8000,417,102
city1,66,2,1,0,7,acept,not furnished,356,1650,0,21
city1,92,2,1,1,12,not acept,not furnished,2750,2930,448,38
city1,92,3,3,1,3,acept,furnished,750,4250,21,54
city1,27,1,1,0,5,not acept,not furnished,1405,3500,1,45
city1,175,4,3,2,0,acept,not furnished,0,3200,380,49
city1,326,3,4,4,12,acept,not furnished,2808,6500,1605,83
city1,236,4,5,4,7,acept,not furnished,3500,10000,1834,127
city0,119,3,1,1,5,acept,not furnished,926,1200,100,16
city1,23,1,1,0,23,acept,not furnished,383,2050,40,26
city1,260,2,4,4,19,not acept,not furnished,2000,8000,667,102
city1,87,1,1,2,14,acept,furnished,870,7900,150,101
city1,65,2,1,1,0,acept,not furnished,0,1800,0,28
city1,250,3,4,2,0,acept,not furnished,0,4200,192,64
city0,300,4,3,5,0,acept,not furnished,0,4100,20,62
city0,70,3,2,2,4,acept,not furnished,500,1800,78,23
city1,68,1,2,1,11,acept,not furnished,1200,4500,100,58
city0,220,3,5,3,4,not acept,furnished,2000,7900,417,101
city0,91,3,2,2,12,acept,not furnished,700,2250,175,29
city0,230,4,4,8,0,acept,not furnished,0,5100,320,77
city0,48,2,1,0,4,acept,not furnished,288,950,45,13
city1,90,2,2,2,15,not acept,furnished,1400,10000,0,127
city1,60,1,1,1,15,acept,furnished,1000,5500,200,70
city1,16,1,1,0,1,not acept,not furnished,0,850,35,11
city1,100,3,2,1,8,acept,not furnished,1100,1400,291,18
city1,300,3,3,3,0,acept,not furnished,1,3400,417,52
city1,151,3,4,3,14,not acept,furnished,1700,6800,475,87
city1,150,3,4,3,12,acept,furnished,2092,7608,730,97
city1,57,2,1,1,7,acept,not furnished,570,1500,67,20
city1,30,1,1,1,4,not acept,furnished,1787,1200,144,16
city0,53,1,1,1,8,acept,furnished,1350,3110,85,40
city1,78,2,2,2,8,acept,furnished,1400,5800,334,74
city1,20,1,1,0,1,not acept,furnished,150,3142,67,40
city1,140,5,2,1,1,acept,furnished,0,3999,200,51
city1,118,3,2,4,1,acept,not furnished,850,2250,334,29
city0,235,4,4,3,13,acept,not furnished,3450,5500,541,70
city1,80,2,2,1,6,not acept,not furnished,1015,3500,117,45
city1,50,1,1,0,2,not acept,furnished,710,3100,85,12
city0,55,2,2,1,9,acept,not furnished,337,2500,86,32
city1,63,3,2,0,18,acept,not furnished,550,1800,0,23
city1,325,4,3,2,3,acept,not furnished,4500,8500,1111,108
city1,200,3,3,2,7,not acept,furnished,2500,6000,125,77
city1,58,2,2,1,5,acept,furnished,790,5000,192,64
city1,180,3,2,3,0,acept,not furnished,0,4600,3600,70
city1,159,3,2,0,5,acept,not furnished,1774,4507,444,19
city1,88,3,1,2,5,acept,not furnished,685,1500,35,20
city0,70,3,1,1,6,acept,not furnished,549,1135,0,5
city1,246,4,5,4,12,not acept,not furnished,2200,10000,750,127
city1,53,2,1,1,1,acept,not furnished,550,1250,0,16
city1,22,1,1,1,19,not acept,not furnished,500,2200,0,28
city1,80,1,1,0,0,acept,not furnished,0,1700,60,26
city1,30,1,1,1,11,acept,furnished,500,2570,0,8
city0,157,3,5,3,1,acept,not furnished,2300,7000,442,89
city1,90,3,2,0,0,acept,not furnished,295,2572,53,8
city1,88,2,1,0,7,not acept,not furnished,800,1800,0,23
city0,46,1,1,0,5,acept,furnished,1300,1950,0,25
city1,189,4,2,2,4,acept,not furnished,1970,8000,559,102
city1,49,2,1,1,10,not acept,not furnished,395,1250,0,16
city1,180,3,2,2,2,acept,not furnished,2500,7000,1200,89
city1,128,3,3,2,1,acept,not furnished,1090,7000,500,89
city1,60,2,2,0,0,acept,not furnished,518,1300,170,10
city1,74,3,2,1,7,acept,not furnished,982,1710,48,22
city1,80,1,1,1,10,acept,not furnished,1800,2500,180,32
city1,150,3,2,1,0,acept,not furnished,0,2500,0,38
city1,70,3,2,1,3,acept,not furnished,799,1900,182,25
city1,113,3,2,2,2,acept,not furnished,1300,4800,250,61
city0,50,1,1,0,0,acept,not furnished,0,880,0,14
city1,300,4,2,2,1,acept,furnished,3000,6500,1091,83
city1,140,2,3,1,3,acept,furnished,1306,5000,250,64
city1,300,4,5,1,8,acept,furnished,3700,8550,400,109
city0,110,2,2,0,18,acept,furnished,960,4200,218,54
city1,110,1,1,0,20,acept,not furnished,923,3182,0,14
city1,136,2,4,2,7,acept,not furnished,1540,4800,242,61
city1,56,2,1,1,3,acept,not furnished,1091,1700,72,22
city1,20,1,1,0,3,acept,furnished,402,2800,68,36
city1,115,3,2,2,8,acept,not furnished,1900,2900,400,37
city1,64,2,1,1,2,acept,not furnished,500,1400,11,18
city1,60,2,1,1,15,acept,furnished,990,2500,42,32
city1,132,3,2,1,11,acept,not furnished,1477,2800,45,36
city1,210,4,3,3,11,acept,not furnished,1250,4000,750,51
city1,300,4,4,3,0,acept,furnished,0,5080,284,77
city1,130,3,2,2,0,acept,not furnished,0,3300,108,50
city1,108,2,4,2,7,acept,not furnished,1289,4430,522,57
city1,75,2,2,1,4,acept,not furnished,926,3005,203,10
city1,250,3,3,3,0,acept,not furnished,0,4500,150,68
city0,55,1,1,0,5,acept,not furnished,473,500,17,7
city1,129,3,2,3,5,not acept,furnished,1260,2950,450,38
city1,158,4,4,3,5,acept,not furnished,2100,6600,375,84
city1,100,3,3,2,1,acept,not furnished,1200,3248,384,42
city1,130,3,2,3,0,acept,furnished,0,7450,167,112
city1,25,1,1,0,0,acept,not furnished,20,1200,25,19
city1,240,3,2,3,0,acept,not furnished,0,9265,525,140
city1,196,3,4,2,1,not acept,not furnished,2200,3300,559,42
city1,39,1,1,1,5,acept,not furnished,460,3300,157,42
city0,46,2,1,1,3,acept,not furnished,250,970,42,13
city1,120,3,2,0,1,acept,not furnished,0,2500,84,38
city1,270,2,2,3,17,acept,not furnished,2200,8650,0,110
city1,35,1,1,1,9,acept,furnished,475,3150,0,23
city1,90,3,3,2,12,not acept,not furnished,897,3500,0,45
city1,98,3,2,2,1,acept,not furnished,1400,1760,383,23
city1,159,2,2,1,8,acept,furnished,1236,4200,251,54
city1,115,3,5,2,10,acept,not furnished,1830,7000,495,89
city0,60,2,1,1,9,not acept,not furnished,498,1317,25,17
city1,220,3,4,3,11,acept,furnished,3300,8000,1000,102
city1,67,2,1,1,4,acept,not furnished,1500,2099,250,27
city1,165,3,4,3,7,acept,not furnished,1700,4500,573,58
city1,100,2,4,0,1,acept,not furnished,0,3000,0,39
city1,55,1,2,1,2,acept,not furnished,1317,2576,230,10
city0,35,1,1,1,2,acept,not furnished,254,600,92,8
city1,51,1,1,1,10,acept,furnished,630,3700,0,47
city1,73,2,2,1,13,acept,not furnished,700,1250,150,16
city1,320,5,5,4,4,acept,not furnished,5800,5500,1500,70
city1,35,1,1,1,7,acept,not furnished,380,2300,100,30
city1,46,1,1,0,3,acept,not furnished,100,1600,0,21
city1,28,1,1,1,4,not acept,furnished,1590,1899,198,5
city1,44,1,1,1,3,acept,not furnished,560,3450,0,13
city1,95,2,1,1,15,acept,not furnished,900,3000,67,39
city1,310,3,4,3,8,acept,not furnished,2400,4500,900,58
city1,48,2,1,0,3,acept,not furnished,100,1350,0,18
city1,30,4,4,2,0,acept,furnished,0,5000,4247,76
city0,46,1,1,1,10,acept,not furnished,550,580,43,8
city1,141,3,2,2,4,acept,not furnished,1650,7400,0,94
city1,58,1,1,1,17,acept,not furnished,610,1600,89,21
city1,48,2,1,0,0,acept,not furnished,100,1350,0,18
city1,98,3,2,1,9,acept,not furnished,1350,5500,200,70
city1,224,4,4,3,2,acept,furnished,2900,9350,917,119
city0,50,1,1,1,3,acept,not furnished,392,800,320,11
city1,250,3,4,3,8,acept,not furnished,2700,7000,1167,89
city1,100,2,2,1,6,acept,not furnished,1050,4000,240,51
city0,114,3,2,1,4,acept,not furnished,967,1400,176,18
city0,67,2,1,1,2,acept,not furnished,500,1230,42,16
city1,160,4,3,2,9,acept,furnished,2800,10330,286,131
city1,130,2,2,1,17,acept,not furnished,993,5600,75,71
city1,114,1,1,1,6,acept,not furnished,987,2800,208,36
city1,52,2,1,1,4,acept,not furnished,0,1450,0,19
city1,31,1,1,0,6,acept,furnished,430,2300,0,30
city1,78,2,1,1,1,acept,not furnished,410,2500,0,32
city1,60,2,2,1,3,acept,furnished,900,5700,212,73
city1,40,1,1,0,5,acept,not furnished,578,2390,0,31
city1,145,4,4,3,14,acept,not furnished,1663,4500,584,58
city1,127,2,3,2,2,acept,not furnished,1910,6900,500,88
city1,330,4,5,4,13,acept,not furnished,2870,10000,1119,127
city0,180,4,3,1,11,not acept,not furnished,1500,1800,252,23
city1,120,4,3,2,13,acept,furnished,1250,3500,209,45
city1,40,1,1,1,10,not acept,furnished,2100,2200,223,28
city1,160,4,4,2,0,acept,not furnished,0,2400,0,37
city0,130,3,2,2,4,acept,furnished,1150,2800,184,36
city1,80,2,1,1,2,acept,not furnished,1257,2950,195,38
city1,112,3,4,3,9,acept,not furnished,1480,2800,413,36
city1,30,1,1,1,10,not acept,not furnished,886,1500,0,20
city1,184,4,3,3,2,acept,furnished,1200,4500,750,58
city1,56,2,1,1,11,acept,furnished,530,2500,0,32
city1,40,1,1,1,6,not acept,furnished,1300,3000,248,39
city1,65,2,2,1,7,acept,not furnished,630,1800,25,23
city1,146,3,2,2,14,acept,furnished,1400,3500,600,45
city0,60,2,1,1,3,acept,not furnished,200,1299,84,17
city1,170,3,2,2,4,acept,furnished,1970,9000,900,115
city1,240,4,4,4,8,acept,furnished,3033,2890,1398,37
city1,200,4,2,2,0,acept,furnished,0,6500,500,98
city1,69,2,1,1,3,acept,not furnished,470,1550,70,20
city1,224,3,4,2,9,acept,not furnished,3300,6000,679,77
city1,109,3,2,2,20,acept,furnished,1200,4500,417,58
city1,50,2,1,2,9,not acept,not furnished,640,2300,93,30
city0,59,2,1,1,5,acept,not furnished,430,1290,47,17
city0,93,3,2,1,7,acept,not furnished,677,1100,63,14
city1,216,3,4,2,10,acept,not furnished,3400,5500,870,70
